No,区分,施設名,大分類,中分類,小分類,細分類,所在地,経度,緯度
416,保育所,七里保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,見沼区大字大谷1985番,139.6754239,35.9266013
417,保育所,片柳保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,見沼区大字御蔵796番,139.6693388,35.9064357
418,保育所,東大宮保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,見沼区丸ヶ崎町13番13,139.6513747,35.9536105
419,保育所,七里東保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,見沼区大字新堤40番,139.6713813,35.9310369
420,保育所,春野保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,見沼区春野１丁目7番1,139.6679948,35.9556838
421,保育所,上落合保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区上落合２丁目9番10,139.6263099,35.8896879
422,保育所,与野本町保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区本町東７丁目4番19,139.6207431,35.8915592
423,保育所,大戸保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区大戸２丁目7番19,139.6333921,35.8654006
424,保育所,下落合団地保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区下落合３丁目8番2,139.6313905,35.8851949
425,保育所,鈴谷西保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区鈴谷７丁目3番31,139.6261579,35.8741521
426,保育所,鈴谷東保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区鈴谷９丁目3番2,139.6286983,35.8765538
427,保育所,八王子保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,中央区八王子５丁目12番17,139.6053678,35.8806327
428,保育所,大久保保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,桜区大字大久保領家373番1,139.602856,35.8695246
429,保育所,田島保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,桜区田島２丁目16番7,139.6314637,35.8434562
430,保育所,白鍬保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,桜区大字白鍬字木畔511番,139.603948,35.884807
431,保育所,西堀保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,桜区桜田３丁目9番12,139.6188596,35.8520724
432,保育所,上大久保保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,桜区大字上大久保940番3,139.6093487,35.8693844
433,保育所,岸町保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区岸町６丁目5番12,139.6516905,35.8537244
434,保育所,本太保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区本太４丁目3番15,139.6575734,35.8667887
435,保育所,領家保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区領家７丁目14番16,139.6490665,35.8823899
436,保育所,駒場保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区駒場１丁目27番7,139.6602933,35.8721095
437,保育所,浦和中央保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区仲町２丁目13番7,139.6518365,35.8585946
438,保育所,常盤保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区常盤９丁目3番16,139.6468403,35.8671279
439,保育所,常盤北保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区針ヶ谷４丁目1番1,139.6408305,35.8775811
440,保育所,東仲町保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区東仲町28番16,139.6600946,35.8606002
441,保育所,大東保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区大東２丁目１８番７号,139.662588,35.882009
442,保育所,針ｹ谷保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,浦和区針ヶ谷１丁目4番3,139.6420802,35.8797377
443,保育所,南浦和保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区根岸２丁目19番3,139.6652486,35.8400479
444,保育所,文蔵保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区文蔵３丁目7番14,139.6756052,35.8400475
445,保育所,白幡保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区白幡３丁目1番2,139.6554829,35.8448493
446,保育所,大谷場保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区南浦和３丁目36番11,139.6742633,35.8463121
447,保育所,辻保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区辻３丁目10番15,139.6573881,35.8393229
448,保育所,曲本保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区曲本４丁目5番7,139.642113,35.838065
449,保育所,大谷口保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区大字大谷口1089番1,139.6770428,35.8614998
450,保育所,武蔵浦和保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,南区鹿手袋４丁目1番12,139.6421426,35.8487029
451,保育所,尾間木保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,緑区大字中尾1432番5,139.6860998,35.8733279
452,保育所,原山保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,緑区原山１丁目7番2,139.6720253,35.8694891
453,保育所,三室保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,緑区大字三室1629番6,139.6787069,35.8826603
454,保育所,西町保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,岩槻区西町３丁目1番24,139.6865264,35.9531017
455,保育所,岩槻本町保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,岩槻区本町２丁目5番5,139.6935401,35.9441537
456,保育所,諏訪保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,岩槻区諏訪２丁目5番1,139.7090236,35.9691143
457,保育所,美幸保育園,市民利用施設,保健福祉系施設,児童福祉施設,保育所,岩槻区美幸町3番18,139.6909925,35.9602155
458,子育て支援センター,子育て支援センターみぬま,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,見沼区大和田町１丁目1387番1,139.650288,35.927459
459,子育て支援センター,子育て支援センターおおみや,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,大宮区桜木町１丁目185番2,139.622513,35.903373
460,子育て支援センター,子育て支援センターいわつき,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,岩槻区本町３丁目1番1,139.693866,35.950357
461,子育て支援センター,子育て支援センターよの,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,中央区本町東3-5-23,139.6233217,35.88403651
462,子育て支援センター,サウスピア（子育て支援センターみなみ）,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,南区別所７丁目20番1,139.645361,35.845312
463,子育て支援センター,子育て支援センターにし,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,西区三橋６丁目382番1,139.58586,35.913037
464,子育て支援センター,子育て支援センターうらわ,市民利用施設,保健福祉系施設,児童福祉施設,子育て支援センター,浦和区高砂1－2－1－309エイペックスタワー浦和・オフィス東館３階,139.657638,35.85697
465,児童センター,文蔵児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,南区文蔵４丁目19番3,139.669755,35.83801
466,児童センター,浦和別所児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,南区別所２丁目15番6,139.64609,35.851308
467,児童センター,三橋児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,大宮区三橋２丁目59番,139.604009,35.902871
468,児童センター,植竹児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,北区盆栽町430番,139.628148,35.927397
469,児童センター,天沼児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,大宮区天沼町１丁目194番,139.636937,35.90622
470,児童センター,宮原児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,北区宮原町４丁目66番13,139.610957,35.947176
471,児童センター,植水児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,西区大字中野林174番1,139.592113,35.893749
472,児童センター,本郷児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,北区本郷町1065番3,139.626181,35.94568
473,児童センター,片柳児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,見沼区大字東新井710番78,139.66469,35.904846
474,児童センター,春野児童センター,市民利用施設,保健福祉系施設,児童福祉施設,児童センター,見沼区春野１丁目7番1,139.667932,35.955737
